Sofia declared that the glue was rolled by a child	declare ( agent = Sofia , ccomp = roll ( theme = * glue , agent = child ) )
Harper sent a cake to James	send ( agent = Harper , theme = cake , recipient = James )
the cake was found	find ( theme = * cake )
a book was given to Noah by Isabella	give ( theme = book , recipient = Noah , agent = Isabella )
Brooklyn laughed	laugh ( agent = Brooklyn )
a present was crumpled	crumple ( theme = present )
Emma lent the bowl in a can to the boy	lend ( agent = Emma , theme = * bowl ( nmod . in = can ) , recipient = * boy )
a boy painted	paint ( agent = boy )
Emma rolled Noah	roll ( agent = Emma , theme = Noah )
William floated the leaf in a barrel	float ( agent = William , theme = * leaf ( nmod . in = barrel ) )
a cat rolled	roll ( theme = cat )
the drink was lent to the cat	lend ( theme = * drink , recipient = * cat )
a donut was changed by Emma	change ( theme = donut , agent = Emma )
a bat was liked	like ( theme = bat )
a plate was split	split ( theme = plate )
a girl was sold the cake	sell ( recipient = girl , theme = * cake )
a brush was touched by a lion	touch ( theme = brush , agent = lion )
the cake was adored	adore ( theme = * cake )
the farmer smiled	smile ( agent = * farmer )
a girl was lent the cookie in a car by Emma	lend ( recipient = girl , theme = * cookie ( nmod . in = car ) , agent = Emma )
the girl was sold the drink in the car	sell ( recipient = * girl , theme = * drink ( nmod . in = * car ) )
Emma was given a banana	give ( recipient = Emma , theme = banana )
the box was given to Isabella by the frog	give ( theme = * box , recipient = Isabella , agent = * frog )
a cake was respected	respect ( theme = cake )
a rose was eaten by Emma	eat ( theme = rose , agent = Emma )
Emma fed a lamb the raisin beside the poster	feed ( agent = Emma , recipient = lamb , theme = * raisin ( nmod . beside = * poster ) )
a patient was given a box by the boy	give ( recipient = patient , theme = box , agent = * boy )
a cake broke	break ( theme = cake )
Oliver respected that the cookie rolled	respect ( agent = Oliver , ccomp = roll ( theme = * cookie ) )
the cake was seen	see ( theme = * cake )
a cake was offered to a tiger	offer ( theme = cake , recipient = tiger )
Emma admired that a cookie was tolerated by the hen	admire ( agent = Emma , ccomp = tolerate ( theme = cookie , agent = * hen ) )
Olivia shortened Noah	shorten ( agent = Olivia , theme = Noah )
the cookie was cleaned by the girl	clean ( theme = * cookie , agent = * girl )
a girl found the cat	find ( agent = girl , theme = * cat )
the boy liked a pumpkin beside a table	like ( agent = * boy , theme = pumpkin ( nmod . beside = table ) )
the cat passed the glue beside a table to a girl	pass ( agent = * cat , theme = * glue ( nmod . beside = table ) , recipient = girl )
a shirt was nursed	nurse ( theme = shirt )
a can was drawn	draw ( theme = can )
Isabella tolerated that a cat was given a block	tolerate ( agent = Isabella , ccomp = give ( recipient = cat , theme = block ) )
the bell was given to Olivia	give ( theme = * bell , recipient = Olivia )
Liam liked that a cake was cooked by Benjamin	like ( agent = Liam , ccomp = cook ( theme = cake , agent = Benjamin ) )
the monkey loaned the balloon to Emma	loan ( agent = * monkey , theme = * balloon , recipient = Emma )
the donut was floated	float ( theme = * donut )
a pickle was promised to Charlotte	promise ( theme = pickle , recipient = Charlotte )
Michael offered the girl a cookie on a desk	offer ( agent = Michael , recipient = * girl , theme = cookie ( nmod . on = desk ) )
a girl was offered a book on a box	offer ( recipient = girl , theme = book ( nmod . on = box ) )
the gumball was eaten	eat ( theme = * gumball )
Isabella was rented the cake in a wagon by a lion	rent ( recipient = Isabella , theme = * cake ( nmod . in = wagon ) , agent = lion )
Eleanor froze	freeze ( theme = Eleanor )
the cake was liked by a baby	like ( theme = * cake , agent = baby )
a donut was helped	help ( theme = donut )
a girl ate	eat ( agent = girl )
Michael liked that the boy drew the game beside a chair	like ( agent = Michael , ccomp = draw ( agent = * boy , theme = * game ( nmod . beside = chair ) ) )
Emma froze the teacher in the house	freeze ( agent = Emma , theme = * teacher ( nmod . in = * house ) )
a banana was floated by Logan	float ( theme = banana , agent = Logan )
a child ate a cake beside the road	eat ( agent = child , theme = cake ( nmod . beside = * road ) )
Emma wanted to run	want ( agent = Emma , xcomp = run ( agent = Emma ) )
the girl stabbed Olivia	stab ( agent = * girl , theme = Olivia )
the girl gave Noah a cake	give ( agent = * girl , recipient = Noah , theme = cake )
a bean was reddened	redden ( theme = bean )
a girl believed that a cake was respected by Noah	believe ( agent = girl , ccomp = respect ( theme = cake , agent = Noah ) )
Emma liked that the sheep adored Amelia	like ( agent = Emma , ccomp = adore ( agent = * sheep , theme = Amelia ) )
a scarf was eaten	eat ( theme = scarf )
the girl gave the bird the cake	give ( agent = * girl , recipient = * bird , theme = * cake )
a dog awarded the sandwich to Benjamin	award ( agent = dog , theme = * sandwich , recipient = Benjamin )
Abigail rolled the girl on a chair	roll ( agent = Abigail , theme = * girl ( nmod . on = chair ) )
a girl was wired a book	wire ( recipient = girl , theme = book )
Emma wanted to sneeze	want ( agent = Emma , xcomp = sneeze ( agent = Emma ) )
Emma proved that Benjamin rolled	prove ( agent = Emma , ccomp = roll ( theme = Benjamin ) )
a cake was painted by the girl	paint ( theme = cake , agent = * girl )
a box was liked by Emma	like ( theme = box , agent = Emma )
Noah appreciated that Michael respected a girl beside the giant	appreciate ( agent = Noah , ccomp = respect ( agent = Michael , theme = girl ( nmod . beside = * giant ) ) )
the donut was rolled	roll ( theme = * donut )
the farmer sold the cake in the crib to Emma	sell ( agent = * farmer , theme = * cake ( nmod . in = * crib ) , recipient = Emma )
the box was adored by Emma	adore ( theme = * box , agent = Emma )
a cake was given to Liam by Amelia	give ( theme = cake , recipient = Liam , agent = Amelia )
Benjamin rolled	roll ( theme = Benjamin )
the hat was collapsed	collapse ( theme = * hat )
the farmer ate a dog on the bed	eat ( agent = * farmer , theme = dog ( nmod . on = * bed ) )
the boy admired that a donut was called	admire ( agent = * boy , ccomp = call ( theme = donut ) )
Olivia ate a chalk	eat ( agent = Olivia , theme = chalk )
a sandwich was given to Elizabeth by Noah	give ( theme = sandwich , recipient = Elizabeth , agent = Noah )
Emma lent Oliver a bat	lend ( agent = Emma , recipient = Oliver , theme = bat )
a girl poked a ball	poke ( agent = girl , theme = ball )
the donut was helped by a girl	help ( theme = * donut , agent = girl )
the cookie was eaten by the child	eat ( theme = * cookie , agent = * child )
a butterfly sold a dog a rose in the cabinet	sell ( agent = butterfly , recipient = dog , theme = rose ( nmod . in = * cabinet ) )
the cake was tolerated	tolerate ( theme = * cake )
the donut was frozen	freeze ( theme = * donut )
a cat ate a cake beside the tree	eat ( agent = cat , theme = cake ( nmod . beside = * tree ) )
the pretzel was doubled	double ( theme = * pretzel )
the rose changed	change ( theme = * rose )
Emma broke a toothbrush on a computer on the boat	break ( agent = Emma , theme = toothbrush ( nmod . on = computer ( nmod . on = * boat ) ) )
the girl wanted to walk	want ( agent = * girl , xcomp = walk ( agent = * girl ) )
a rose was liked	like ( theme = rose )
the girl was awarded the radio	award ( recipient = * girl , theme = * radio )
Liam was lent the donut by a girl	lend ( recipient = Liam , theme = * donut , agent = girl )
a horse painted Sophia	paint ( agent = horse , theme = Sophia )
the cup was liked	like ( theme = * cup )
Emma was given the rose	give ( recipient = Emma , theme = * rose )
Olivia slept	sleep ( agent = Olivia )
Harper painted	paint ( agent = Harper )
Liam wanted to smirk	want ( agent = Liam , xcomp = smirk ( agent = Liam ) )
a soap was given to the bunny by Emma	give ( theme = soap , recipient = * bunny , agent = Emma )
a girl hoped that a muffin was given to Jackson	hope ( agent = girl , ccomp = give ( theme = muffin , recipient = Jackson ) )
a crayon was tolerated	tolerate ( theme = crayon )
Oliver broke the melon beside a seat	break ( agent = Oliver , theme = * melon ( nmod . beside = seat ) )
Abigail gave Aiden a donut beside the table	give ( agent = Abigail , recipient = Aiden , theme = donut ( nmod . beside = * table ) )
a boy passed a girl the cake on the surface beside a table	pass ( agent = boy , recipient = girl , theme = * cake ( nmod . on = * surface ( nmod . beside = table ) ) )
the cake was given to a horse by the girl	give ( theme = * cake , recipient = horse , agent = * girl )
a cake was dusted	dust ( theme = cake )
the drink split	split ( theme = * drink )
Olivia noticed that the sandwich was adored	notice ( agent = Olivia , ccomp = adore ( theme = * sandwich ) )
a sheep returned Emma a cake	return ( agent = sheep , recipient = Emma , theme = cake )
Isabella packed	pack ( agent = Isabella )
Noah studied a cookie	study ( agent = Noah , theme = cookie )
the pillow was tolerated	tolerate ( theme = * pillow )
Emma examined Olivia	examine ( agent = Emma , theme = Olivia )
the cookie was heard by a girl	hear ( theme = * cookie , agent = girl )
Aiden packed a cookie	pack ( agent = Aiden , theme = cookie )
a pancake was loved by Liam	love ( theme = pancake , agent = Liam )
James promised a cake on the gravel to Liam	promise ( agent = James , theme = cake ( nmod . on = * gravel ) , recipient = Liam )
a frog slid a boy	slide ( agent = frog , theme = boy )
a girl touched the donut beside the stage	touch ( agent = girl , theme = * donut ( nmod . beside = * stage ) )
the hero tolerated Emma	tolerate ( agent = * hero , theme = Emma )
Emma ate a muffin in the room	eat ( agent = Emma , theme = muffin ( nmod . in = * room ) )
Emma offered Amelia a ball beside a stool	offer ( agent = Emma , recipient = Amelia , theme = ball ( nmod . beside = stool ) )
a donut was lent to the boy by Liam	lend ( theme = donut , recipient = * boy , agent = Liam )
the prince loved a bat beside the table	love ( agent = * prince , theme = bat ( nmod . beside = * table ) )
a book was frozen	freeze ( theme = book )
the lollipop was cleaned	clean ( theme = * lollipop )
Olivia liked that Emma preferred to run	like ( agent = Olivia , ccomp = prefer ( agent = Emma , xcomp = run ( agent = Emma ) ) )
a cake was tolerated by Emma	tolerate ( theme = cake , agent = Emma )
a donkey lent Mila the cookie in the house	lend ( agent = donkey , recipient = Mila , theme = * cookie ( nmod . in = * house ) )
Harper gave Ava the cookie beside a table	give ( agent = Harper , recipient = Ava , theme = * cookie ( nmod . beside = table ) )
Emma was given the balloon by a dog	give ( recipient = Emma , theme = * balloon , agent = dog )
the muffin was frozen	freeze ( theme = * muffin )
a cup was drawn	draw ( theme = cup )
the cake was crumpled by Emma	crumple ( theme = * cake , agent = Emma )
a giraffe handed Emma a fig	hand ( agent = giraffe , recipient = Emma , theme = fig )
Elijah burned	burn ( theme = Elijah )
the boy attempted to walk	attempt ( agent = * boy , xcomp = walk ( agent = * boy ) )
the cake was given to Noah by Emma	give ( theme = * cake , recipient = Noah , agent = Emma )
a girl froze Emma	freeze ( agent = girl , theme = Emma )
a chicken drew a coin	draw ( agent = chicken , theme = coin )
a box was given to a professor	give ( theme = box , recipient = professor )
Eleanor rolled a balloon on the notebook on the tree	roll ( agent = Eleanor , theme = balloon ( nmod . on = * notebook ( nmod . on = * tree ) ) )
a brick was improved	improve ( theme = brick )
a girl sold the cake to a chicken	sell ( agent = girl , theme = * cake , recipient = chicken )
Emily drew	draw ( agent = Emily )
the girl liked to clean	like ( agent = * girl , xcomp = clean ( agent = * girl ) )
a creature nursed	nurse ( agent = creature )
the cookie was inflated by Elizabeth	inflate ( theme = * cookie , agent = Elizabeth )
the lawyer gave Olivia a drink in the coffin	give ( agent = * lawyer , recipient = Olivia , theme = drink ( nmod . in = * coffin ) )
a cake was reddened by the boy	redden ( theme = cake , agent = * boy )
the cake was forwarded to the friend by Emma	forward ( theme = * cake , recipient = * friend , agent = Emma )
the pancake was found	find ( theme = * pancake )
the frog saw the pupil in the house	see ( agent = * frog , theme = * pupil ( nmod . in = * house ) )
the girl gave a box to a landlord	give ( agent = * girl , theme = box , recipient = landlord )
the boy cleaned the pickle beside the book	clean ( agent = * boy , theme = * pickle ( nmod . beside = * book ) )
a block was poked	poke ( theme = block )
Olivia drew	draw ( agent = Olivia )
Mia burned a drink	burn ( agent = Mia , theme = drink )
a cake burned	burn ( theme = cake )
the cake was drawn	draw ( theme = * cake )
a cake was found by Noah	find ( theme = cake , agent = Noah )
Emma fed a boy a chalk on a bike	feed ( agent = Emma , recipient = boy , theme = chalk ( nmod . on = bike ) )
a deer was mailed the donut beside a tree by the girl	mail ( recipient = deer , theme = * donut ( nmod . beside = tree ) , agent = * girl )
Emma enlarged the girl	enlarge ( agent = Emma , theme = * girl )
the boy changed the girl beside a glass beside the bag	change ( agent = * boy , theme = * girl ( nmod . beside = glass ( nmod . beside = * bag ) ) )
a cake was poked	poke ( theme = cake )
Asher hoped that John slept	hope ( agent = Asher , ccomp = sleep ( agent = John ) )
a queen offered Emma the cake	offer ( agent = queen , recipient = Emma , theme = * cake )
the dog tolerated that the jigsaw was served to the girl	tolerate ( agent = * dog , ccomp = serve ( theme = * jigsaw , recipient = * girl ) )
Emma rolled a priest in a garden	roll ( agent = Emma , theme = priest ( nmod . in = garden ) )
Elijah enjoyed to run	enjoy ( agent = Elijah , xcomp = run ( agent = Elijah ) )
the doll was shortened by Luna	shorten ( theme = * doll , agent = Luna )
the cake was sold to Abigail by Liam	sell ( theme = * cake , recipient = Abigail , agent = Liam )
Emma was sold a game on the stage	sell ( recipient = Emma , theme = game ( nmod . on = * stage ) )
Logan discovered a girl	discover ( agent = Logan , theme = girl )
the girl rented a balloon in the trap to a pony	rent ( agent = * girl , theme = balloon ( nmod . in = * trap ) , recipient = pony )
the glue was painted by Emma	paint ( theme = * glue , agent = Emma )
Noah ate	eat ( agent = Noah )
the doll was burned	burn ( theme = * doll )
the cake was mailed to Emma	mail ( theme = * cake , recipient = Emma )
Logan was rented a cake in the room by the cat	rent ( recipient = Logan , theme = cake ( nmod . in = * room ) , agent = * cat )
a girl froze the donut in the jar	freeze ( agent = girl , theme = * donut ( nmod . in = * jar ) )
Emma gave a farmer a donut beside the chair	give ( agent = Emma , recipient = farmer , theme = donut ( nmod . beside = * chair ) )
the manager painted Jacob	paint ( agent = * manager , theme = Jacob )
a block was drawn by a president	draw ( theme = block , agent = president )
Ryan painted a bell in the box	paint ( agent = Ryan , theme = bell ( nmod . in = * box ) )
the cat liked that a tool was snapped	like ( agent = * cat , ccomp = snap ( theme = tool ) )
the yogurt was called	call ( theme = * yogurt )
a crayon was floated	float ( theme = crayon )
a lion wanted to sleep	want ( agent = lion , xcomp = sleep ( agent = lion ) )
Elijah hoped that Emily slept	hope ( agent = Elijah , ccomp = sleep ( agent = Emily ) )
Ava froze a cake beside the table	freeze ( agent = Ava , theme = cake ( nmod . beside = * table ) )
Lucas ate	eat ( agent = Lucas )
a mouse smirked	smirk ( agent = mouse )
a cake was grown	grow ( theme = cake )
the balloon rolled	roll ( theme = * balloon )
Noah gave a buyer the cake	give ( agent = Noah , recipient = buyer , theme = * cake )
Emma collapsed the dog beside a table beside a sphere	collapse ( agent = Emma , theme = * dog ( nmod . beside = table ( nmod . beside = sphere ) ) )
the donut was forwarded to the boy by the manager	forward ( theme = * donut , recipient = * boy , agent = * manager )
a bear fed Noah the cake on a computer	feed ( agent = bear , recipient = Noah , theme = * cake ( nmod . on = computer ) )
the guard sent a girl a cookie	send ( agent = * guard , recipient = girl , theme = cookie )
a cake was rolled by a boy	roll ( theme = cake , agent = boy )
the girl painted a boy on a pillow	paint ( agent = * girl , theme = boy ( nmod . on = pillow ) )
a rose was lent to a butterfly	lend ( theme = rose , recipient = butterfly )
a bird offered Olivia the pizza	offer ( agent = bird , recipient = Olivia , theme = * pizza )
a puppy was loaned the cake by the girl	loan ( recipient = puppy , theme = * cake , agent = * girl )
a pumpkin was improved by the boy	improve ( theme = pumpkin , agent = * boy )
a cake was slipped to Aurora	slip ( theme = cake , recipient = Aurora )
a donut was rolled by Aiden	roll ( theme = donut , agent = Aiden )
a cake was valued by a girl	value ( theme = cake , agent = girl )
Olivia cleaned William	clean ( agent = Olivia , theme = William )
Liam pierced the box	pierce ( agent = Liam , theme = * box )
